restaurant_name,locality,primary_cuisine,price_range,rating_scaled,votes,currency
Uncle's Cafe,dlf phase 3,north indian,medium,2.7,23,Indian Rupees(Rs.)
Welcome Cafeteria,dlf phase 3,north indian,medium,3.3,23,Indian Rupees(Rs.)
Yo Yo China Town,dlf phase 3,chinese,medium,2.8,31,Indian Rupees(Rs.)
Caterspoint,dlf phase 3,mexican,medium,4.9,223,Indian Rupees(Rs.)
Bake-a-boo,dlf phase 3,bakery,low,3.7,55,Indian Rupees(Rs.)
Burger Hut,dlf phase 3,burger,medium,3.6,319,Indian Rupees(Rs.)
China Gatherings,dlf phase 3,chinese,medium,3.5,46,Indian Rupees(Rs.)
Crazy Bhukkhad,dlf phase 3,north indian,medium,3.9,54,Indian Rupees(Rs.)
Deez Biryani & Kebabs,dlf phase 3,biryani,high,3.7,371,Indian Rupees(Rs.)
Fomads,dlf phase 3,north indian,medium,3.6,26,Indian Rupees(Rs.)
Happy Beings,dlf phase 3,north indian,medium,3.5,66,Indian Rupees(Rs.)
InstaDozza,dlf phase 3,south indian,low,3.5,28,Indian Rupees(Rs.)
Mom's Kitchen,dlf phase 3,north indian,medium,3.5,27,Indian Rupees(Rs.)
The Baker's Bar  ... Bakery & Cafe,dlf phase 3,italian,medium,3.6,29,Indian Rupees(Rs.)
Veg Ex,dlf phase 3,north indian,medium,3.8,45,Indian Rupees(Rs.)
Volt - By Plan B,dlf phase 3,mediterranean,high,3.5,19,Indian Rupees(Rs.)
ZASTY,dlf phase 3,continental,medium,3.5,52,Indian Rupees(Rs.)
Aahar,dlf phase 3,north indian,medium,2.0,60,Indian Rupees(Rs.)
Chicken Bytes,dlf phase 3,north indian,medium,2.1,34,Indian Rupees(Rs.)
Flying Cakes,dlf phase 3,bakery,medium,2.2,136,Indian Rupees(Rs.)
Punjabi Tadka,dlf phase 3,north indian,medium,2.2,43,Indian Rupees(Rs.)
Coldpress Company,dlf phase 3,healthy food,medium,4.0,34,Indian Rupees(Rs.)
Crudo Juicery,dlf phase 3,beverages,medium,4.3,33,Indian Rupees(Rs.)
First Eat,dlf phase 3,healthy food,medium,4.0,162,Indian Rupees(Rs.)
Zoe,dlf phase 3,juices,high,4.3,217,Indian Rupees(Rs.)
Dabba Meat,dlf phase 4,north indian,medium,3.1,195,Indian Rupees(Rs.)
Kashmiri Kitchen,dlf phase 4,kashmiri,high,3.4,210,Indian Rupees(Rs.)
Rumi's Kitchen,dlf phase 4,biryani,medium,3.4,165,Indian Rupees(Rs.)
Baking Bad,dlf phase 4,italian,high,3.7,98,Indian Rupees(Rs.)
Bamboo Boat,dlf phase 4,japanese,high,3.8,115,Indian Rupees(Rs.)
Big Jack's,dlf phase 4,continental,high,3.5,129,Indian Rupees(Rs.)
Kebab Gali,dlf phase 4,north indian,medium,3.9,164,Indian Rupees(Rs.)
Lucknow Mail,dlf phase 4,awadhi,high,3.8,86,Indian Rupees(Rs.)
Monster's Cafe,dlf phase 4,continental,high,3.5,269,Indian Rupees(Rs.)
Monty's Chicken Wings,dlf phase 4,fast food,medium,3.9,124,Indian Rupees(Rs.)
My Country Platter,dlf phase 4,asian,medium,3.8,61,Indian Rupees(Rs.)
SARA World Cuisine,dlf phase 4,italian,medium,3.9,90,Indian Rupees(Rs.)
Wah! Amritsar,dlf phase 4,north indian,high,3.6,213,Indian Rupees(Rs.)
World In A Box,dlf phase 4,healthy food,high,3.6,461,Indian Rupees(Rs.)
Bun Intended,dlf phase 4,burger,high,4.2,93,Indian Rupees(Rs.)
Cafe Gatherings,dlf phase 4,cafe,high,4.4,161,Indian Rupees(Rs.)
Cafe Soul Garden,dlf phase 4,cafe,high,4.1,255,Indian Rupees(Rs.)
Food O Gram,dlf phase 4,north indian,medium,4.0,88,Indian Rupees(Rs.)
Happy Hakka,dlf phase 4,chinese,medium,4.1,134,Indian Rupees(Rs.)
Kaiser,dlf phase 4,north indian,medium,4.1,152,Indian Rupees(Rs.)
Pizza Central,dlf phase 4,fast food,medium,4.1,151,Indian Rupees(Rs.)
Tasty Fare,dlf phase 5,american,medium,3.4,42,Indian Rupees(Rs.)
Burger Point,dlf phase 5,burger,medium,3.6,39,Indian Rupees(Rs.)
Drifters Cafe,dlf phase 5,chinese,medium,3.9,40,Indian Rupees(Rs.)
Oh! Fudge,dlf phase 5,bakery,medium,3.8,93,Indian Rupees(Rs.)
Anjlika,"dlf south point mall, golf course road",bakery,medium,3.1,7,Indian Rupees(Rs.)
IZU,"dlf south point mall, golf course road",japanese,high,3.4,129,Indian Rupees(Rs.)
Sugar & Spice - Le Marche,"dlf south point mall, golf course road",bakery,high,2.9,107,Indian Rupees(Rs.)
Bizibean,"dlf south point mall, golf course road",cafe,medium,3.6,59,Indian Rupees(Rs.)
ChandChini,"dlf south point mall, golf course road",north indian,high,3.8,40,Indian Rupees(Rs.)
Coffee & Chai Co.,"dlf south point mall, golf course road",italian,high,3.6,296,Indian Rupees(Rs.)
Greek Food & Beyond,"dlf south point mall, golf course road",greek,high,3.6,27,Indian Rupees(Rs.)
Mediumwelldone,"dlf south point mall, golf course road",american,high,3.5,259,Indian Rupees(Rs.)
Sonya Bakery Cafe,"dlf south point mall, golf course road",bakery,medium,3.5,34,Indian Rupees(Rs.)
Soul & Spice Co.,"dlf south point mall, golf course road",north indian,high,3.8,120,Indian Rupees(Rs.)
7 Degrees Brauhaus,"dlf south point mall, golf course road",continental,high,4.2,1193,Indian Rupees(Rs.)
Cafe Amaretto,"dlf south point mall, golf course road",cafe,high,4.1,147,Indian Rupees(Rs.)
Sibang Bakery,"dlf south point mall, golf course road",bakery,medium,4.1,227,Indian Rupees(Rs.)
The Hangout by 1861,"dlf south point mall, golf course road",continental,high,4.0,192,Indian Rupees(Rs.)
The Mad Teapot/The Wishing Chair,"dlf south point mall, golf course road",cafe,high,4.4,83,Indian Rupees(Rs.)
Ninkasi Imperial Brews & Cookery,"dlf star mall, sector 30",north indian,high,4.2,77,Indian Rupees(Rs.)
Zaffran,"dlf star mall, sector 30",north indian,high,4.1,229,Indian Rupees(Rs.)
Spiritual Bar & Lounge-DoubleTree by Hilton,"doubletree by hilton, sector 56",pizza,high,3.4,52,Indian Rupees(Rs.)
The Food Store - DoubleTree by Hilton,"doubletree by hilton, sector 56",european,high,3.6,58,Indian Rupees(Rs.)
Barista,"dt city centre mall, mg road",cafe,medium,3.3,25,Indian Rupees(Rs.)
Burger King,"dt city centre mall, mg road",burger,medium,3.4,452,Indian Rupees(Rs.)
Club Mojo,"dt city centre mall, mg road",north indian,high,2.6,35,Indian Rupees(Rs.)
KFC,"dt city centre mall, mg road",american,medium,2.6,134,Indian Rupees(Rs.)
Not Just Paranthas,"dt city centre mall, mg road",north indian,high,2.7,426,Indian Rupees(Rs.)
Shree Rathnam,"dt city centre mall, mg road",south indian,high,2.9,108,Indian Rupees(Rs.)
Mogli's Coffee,"dt city centre mall, mg road",cafe,low,3.8,35,Indian Rupees(Rs.)
Pind Balluchi,"dt mega mall, dlf phase 1",north indian,high,2.6,26,Indian Rupees(Rs.)
Sip n Bite,"dt mega mall, dlf phase 1",north indian,medium,3.2,38,Indian Rupees(Rs.)
Abar Khabo,"dt mega mall, dlf phase 1",bengali,medium,3.6,86,Indian Rupees(Rs.)
Moti Mahal Delux,"dt mega mall, dlf phase 1",north indian,high,3.6,29,Indian Rupees(Rs.)
The Lost Mughal,"dt mega mall, dlf phase 1",north indian,high,3.8,43,Indian Rupees(Rs.)
Fortune Deli - Fortune Select Excalibur,"fortune select excalibur, sohna road",bakery,high,3.6,42,Indian Rupees(Rs.)
India on my Plate - Fortune Select Excalibur,"fortune select excalibur, sohna road",north indian,high,4.0,111,Indian Rupees(Rs.)
Orchid - Fortune Select Global,"fortune select global, mg road",north indian,high,2.6,20,Indian Rupees(Rs.)
Hungry Buffoons,"global foyer mall, golf course road",north indian,medium,2.7,24,Indian Rupees(Rs.)
Karim's,"global foyer mall, golf course road",mughlai,high,2.8,261,Indian Rupees(Rs.)
Manhattan Brewery & Bar Exchange,"global foyer mall, golf course road",finger food,high,4.6,2093,Indian Rupees(Rs.)
Di Miso,"global foyer mall, golf course road",korean,high,3.6,38,Indian Rupees(Rs.)
Kuuraku,"global foyer mall, golf course road",japanese,high,3.9,106,Indian Rupees(Rs.)
Vapour Bar Exchange,"global foyer mall, golf course road",continental,high,3.8,31,Indian Rupees(Rs.)
19 Flavours Biryani,"global foyer mall, golf course road",mughlai,high,4.1,84,Indian Rupees(Rs.)
Bhai Ji Foods,golf course road,north indian,medium,3.3,165,Indian Rupees(Rs.)
Captain Bill$ Deliverz,golf course road,north indian,high,2.7,185,Indian Rupees(Rs.)
Curry n Phulka,golf course road,north indian,medium,2.8,48,Indian Rupees(Rs.)
Jaguar,golf course road,chinese,high,2.8,14,Indian Rupees(Rs.)
Jalsa Lounge,golf course road,north indian,high,3.2,37,Indian Rupees(Rs.)
Lord of Grillz,golf course road,chinese,high,3.2,30,Indian Rupees(Rs.)
Midnight Cravings Beyond Control,golf course road,north indian,high,3.3,336,Indian Rupees(Rs.)
Outback,golf course road,continental,high,3.4,106,Indian Rupees(Rs.)
The Cinnamon Kitchen,golf course road,north indian,medium,3.4,50,Indian Rupees(Rs.)
Dudleys,golf course road,american,high,4.6,150,Indian Rupees(Rs.)
56 Ristorante Italiano,golf course road,italian,high,3.7,416,Indian Rupees(Rs.)
All Time Cafe,golf course road,north indian,medium,3.6,32,Indian Rupees(Rs.)
Baba's,golf course road,north indian,high,3.6,110,Indian Rupees(Rs.)
Chilli Indiana,golf course road,italian,medium,3.8,74,Indian Rupees(Rs.)
Go Kylin,golf course road,japanese,high,3.5,81,Indian Rupees(Rs.)
Just for Chai,golf course road,cafe,medium,3.5,116,Indian Rupees(Rs.)
Kabab Mistri,golf course road,north indian,medium,3.6,36,Indian Rupees(Rs.)
Nashta,golf course road,healthy food,high,3.7,224,Indian Rupees(Rs.)
Nooba,golf course road,chinese,high,3.6,148,Indian Rupees(Rs.)
Side Wok,golf course road,burmese,high,3.9,280,Indian Rupees(Rs.)
Takamaka,golf course road,north indian,high,3.9,67,Indian Rupees(Rs.)
The Ark,golf course road,seafood,high,3.7,45,Indian Rupees(Rs.)
The Gathering Hut,golf course road,north indian,high,3.5,27,Indian Rupees(Rs.)
Wangchuk's Ladakhi Kitchen,golf course road,tibetan,high,3.6,241,Indian Rupees(Rs.)
Daawat-e-Kashmir,golf course road,kashmiri,high,4.2,146,Indian Rupees(Rs.)
La Pino'z Pizza,golf course road,pizza,high,4.0,259,Indian Rupees(Rs.)
The Diet Kitchen,golf course road,continental,high,4.0,20,Indian Rupees(Rs.)
Om Sweets & Snacks,"hong kong bazaar mall, sector 57, gurgaon",north indian,medium,3.1,138,Indian Rupees(Rs.)
Subway,"hong kong bazaar mall, sector 57, gurgaon",american,medium,2.8,101,Indian Rupees(Rs.)
Taste of Tamil Nadu,"hong kong bazaar mall, sector 57, gurgaon",south indian,medium,3.1,94,Indian Rupees(Rs.)
The Bridge - Hotel Clark Inn Gurgaon,"hotel clark inn, sector 15",north indian,high,2.8,7,Indian Rupees(Rs.)
Illusion The Lounge Bar - Hotel Clark Inn Gurgaon,"hotel clark inn, sector 15",north indian,high,1.0,2,Indian Rupees(Rs.)
Gardenia - Hotel Grenville,"hotel grenville, mg road",north indian,high,2.8,15,Indian Rupees(Rs.)
Call For Cuisine - Hotel Grenville,"hotel grenville, mg road",north indian,medium,1.0,2,Indian Rupees(Rs.)
Armory - Hotel Haut.Monde,"hotel haute.monde, sector 15",finger food,high,2.9,6,Indian Rupees(Rs.)
Citron - Hotel Haut.Monde,"hotel haute.monde, sector 15",north indian,high,2.7,13,Indian Rupees(Rs.)
Gabbar Meals,"huda city centre metro station, sector 29, gurgaon",north indian,medium,3.4,260,Indian Rupees(Rs.)
McDonald's,"huda city centre metro station, sector 29, gurgaon",fast food,medium,2.7,90,Indian Rupees(Rs.)
Crust Bistro,"huda city centre metro station, sector 29, gurgaon",italian,high,3.6,144,Indian Rupees(Rs.)
Dunkin' Donuts,"huda city centre metro station, sector 29, gurgaon",burger,medium,3.6,243,Indian Rupees(Rs.)
Kabab Roll Cafe,"huda city centre metro station, sector 29, gurgaon",north indian,medium,3.8,121,Indian Rupees(Rs.)
Starbucks,"huda city centre metro station, sector 29, gurgaon",cafe,high,3.8,183,Indian Rupees(Rs.)
Eggers Madhouse,"huda city centre metro station, sector 29, gurgaon",fast food,medium,4.0,647,Indian Rupees(Rs.)
Gallery Cafí© - Hyatt Place,hyatt place gurgaon,cafe,high,3.8,73,Indian Rupees(Rs.)
Coffee to Cocktail Bar - Hyatt Place,hyatt place gurgaon,drinks only,high,1.0,0,Indian Rupees(Rs.)
Spice It - Hotel IBIS,"ibis hotel, golf course road",fast food,high,2.7,96,Indian Rupees(Rs.)
Nukkadwala,"jmd megapolis mall, sohna road",fast food,medium,3.4,41,Indian Rupees(Rs.)
Power Play Resto Bar,"jmd regent arcade mall, mg road",north indian,high,2.8,91,Indian Rupees(Rs.)
Daikichi,"jmd regent arcade mall, mg road",japanese,high,3.6,70,Indian Rupees(Rs.)
The Atrium - By Jukaso It Suites,"jukaso it suites, sector 14",asian,high,2.8,21,Indian Rupees(Rs.)
Delhi - Kingdom of Dreams,"kingdom of dreams, sector 29",street food,medium,3.7,364,Indian Rupees(Rs.)
Lucknow - Kingdom of Dreams,"kingdom of dreams, sector 29",lucknowi,high,3.7,179,Indian Rupees(Rs.)
Longitude 77Á03' Bar - Le Meridien Gurgaon,"le meridien gurgaon, mg road",finger food,high,3.4,23,Indian Rupees(Rs.)
I-Kandy - Le Meridien Gurgaon,"le meridien gurgaon, mg road",finger food,high,3.6,218,Indian Rupees(Rs.)
Bella Cucina - Le Meridien Gurgaon,"le meridien gurgaon, mg road",italian,high,4.1,38,Indian Rupees(Rs.)
Bar Code - Leisure Inn,"leisure inn, sector 14, gurgaon",finger food,high,3.0,6,Indian Rupees(Rs.)
Bites - Leisure Inn,"leisure inn, sector 14, gurgaon",north indian,high,3.0,19,Indian Rupees(Rs.)
Outback Bar and Grill - Leisure Inn,"leisure inn, sector 14, gurgaon",north indian,high,3.0,10,Indian Rupees(Rs.)
Citrus Cafe - Lemon Tree Premier,"lemon tree premier, sector 29",north indian,high,3.2,137,Indian Rupees(Rs.)
Ammu's South Indian Restaurant,mg road,south indian,medium,2.8,45,Indian Rupees(Rs.)
Barista,mg road,cafe,medium,3.3,22,Indian Rupees(Rs.)
Bengali By Nature,mg road,fast food,medium,3.3,38,Indian Rupees(Rs.)
Burger Planet,mg road,north indian,medium,3.2,21,Indian Rupees(Rs.)
Cafe Coffee Day,mg road,cafe,medium,3.1,20,Indian Rupees(Rs.)
Chini Bowl,mg road,chinese,high,2.8,15,Indian Rupees(Rs.)
E Yum,mg road,continental,high,3.4,69,Indian Rupees(Rs.)
Handi X-Press,mg road,north indian,medium,3.2,75,Indian Rupees(Rs.)
Ion Club & Dining Lounge,mg road,continental,high,2.6,115,Indian Rupees(Rs.)
Komachi,mg road,japanese,high,3.2,39,Indian Rupees(Rs.)
Mehfil-e-Handi,mg road,north indian,medium,2.8,36,Indian Rupees(Rs.)
Mezbaan's,mg road,north indian,medium,2.7,61,Indian Rupees(Rs.)
Mini Mahal Delux,mg road,north indian,high,2.8,23,Indian Rupees(Rs.)
Pita Pan,mg road,arabian,medium,3.1,82,Indian Rupees(Rs.)
SBar Club & Lounge,mg road,finger food,high,3.1,13,Indian Rupees(Rs.)
China Club,mg road,chinese,high,3.8,283,Indian Rupees(Rs.)
Coriander Leaf,mg road,mughlai,high,3.8,665,Indian Rupees(Rs.)
Doughlicious,mg road,bakery,medium,3.6,69,Indian Rupees(Rs.)
FreshMenu,mg road,italian,medium,3.7,198,Indian Rupees(Rs.)
L'Angoor,mg road,american,high,3.5,57,Indian Rupees(Rs.)
The Cakelicious Factory,mg road,bakery,low,3.6,43,Indian Rupees(Rs.)
Green's,mg road,chinese,medium,2.3,31,Indian Rupees(Rs.)
New Zaika,mg road,north indian,medium,2.4,35,Indian Rupees(Rs.)
Love Is Cakes,mg road,bakery,medium,4.1,246,Indian Rupees(Rs.)
Costa Coffee,"mgf mega city mall, mg road",cafe,medium,3.3,31,Indian Rupees(Rs.)
Uforia,"mgf mega city mall, mg road",continental,high,3.5,240,Indian Rupees(Rs.)
Vapour Pub & Brewery,"mgf mega city mall, mg road",finger food,high,3.7,1902,Indian Rupees(Rs.)
Pirates of Grill,"mgf mega city mall, mg road",north indian,high,4.1,2806,Indian Rupees(Rs.)
Barista Creme Lavazza,"mgf metropolis mall, mg road",cafe,medium,3.2,13,Indian Rupees(Rs.)
Frozen Adda,"mgf metropolis mall, mg road",ice cream,medium,3.0,5,Indian Rupees(Rs.)
McDonald's,"mgf metropolis mall, mg road",fast food,medium,3.2,68,Indian Rupees(Rs.)
Mr Idli Xpress,"mgf metropolis mall, mg road",south indian,medium,2.6,120,Indian Rupees(Rs.)
buí©no,"mgf metropolis mall, mg road",cafe,medium,3.7,18,Indian Rupees(Rs.)
Starbucks,"mgf metropolis mall, mg road",cafe,high,3.5,66,Indian Rupees(Rs.)
Al Kabab,"mgf metropolitan mall, mg road",north indian,high,2.7,67,Indian Rupees(Rs.)
Bangkok 1,"mgf metropolitan mall, mg road",thai,medium,3.3,40,Indian Rupees(Rs.)
Barista,"mgf metropolitan mall, mg road",cafe,medium,3.4,39,Indian Rupees(Rs.)
Cafe Cravings,"mgf metropolitan mall, mg road",cafe,medium,3.4,19,Indian Rupees(Rs.)
Hello Sichuan,"mgf metropolitan mall, mg road",chinese,high,2.9,42,Indian Rupees(Rs.)
McDonald's,"mgf metropolitan mall, mg road",fast food,medium,3.4,234,Indian Rupees(Rs.)
Rajasthali,"mgf metropolitan mall, mg road",gujarati,high,2.9,501,Indian Rupees(Rs.)
Street Foods by Punjab Grill,"mgf metropolitan mall, mg road",street food,high,2.6,61,Indian Rupees(Rs.)
Subway,"mgf metropolitan mall, mg road",american,medium,3.3,81,Indian Rupees(Rs.)
Tibb's Frankie,"mgf metropolitan mall, mg road",fast food,medium,3.4,118,Indian Rupees(Rs.)
Tunday Kababi Dastarkhwan-e-Awadh,"mgf metropolitan mall, mg road",mughlai,high,3.1,13,Indian Rupees(Rs.)
Dunkin' Donuts,"mgf metropolitan mall, mg road",burger,medium,3.7,26,Indian Rupees(Rs.)
Haldiram's,"mgf metropolitan mall, mg road",north indian,medium,3.6,185,Indian Rupees(Rs.)
Keventers,"mgf metropolitan mall, mg road",beverages,medium,3.6,27,Indian Rupees(Rs.)
Khaaja Chowk,"mgf metropolitan mall, mg road",north indian,high,3.6,496,Indian Rupees(Rs.)
Phantom,"mgf metropolitan mall, mg road",north indian,high,3.5,55,Indian Rupees(Rs.)
Sage,"mgf metropolitan mall, mg road",pizza,high,3.5,205,Indian Rupees(Rs.)
TGI Friday's,"mgf metropolitan mall, mg road",american,high,3.7,730,Indian Rupees(Rs.)
The Belgian Fries Company,"mgf metropolitan mall, mg road",european,medium,3.7,31,Indian Rupees(Rs.)
The Grills King,"mgf metropolitan mall, mg road",north indian,high,3.8,468,Indian Rupees(Rs.)
Chicago Pizza,"mgf metropolitan mall, mg road",pizza,medium,2.3,29,Indian Rupees(Rs.)
Suburbia - The Empire,"mgf metropolitan mall, mg road",continental,high,2.1,90,Indian Rupees(Rs.)
Viva Hyderabad,"mgf metropolitan mall, mg road",biryani,medium,2.3,34,Indian Rupees(Rs.)
Queens Cafí©,"mgf metropolitan mall, mg road",cafe,high,4.0,62,Indian Rupees(Rs.)
Cafe Coffee Day,"ninex city mart mall, sohna road",cafe,medium,3.3,34,Indian Rupees(Rs.)
FOA - The Flavours of Arabia,"ninex city mart mall, sohna road",lebanese,high,3.4,165,Indian Rupees(Rs.)
A1,old railway road,biryani,low,3.0,4,Indian Rupees(Rs.)
Apni Rasoi,old railway road,north indian,medium,2.9,4,Indian Rupees(Rs.)
DBDN Deena Meat Vala,old railway road,north indian,medium,3.2,5,Indian Rupees(Rs.)
Deep Chicken Corner,old railway road,north indian,medium,3.2,18,Indian Rupees(Rs.)
Dilli Rasoi,old railway road,north indian,high,3.2,31,Indian Rupees(Rs.)
French Omelette,old railway road,fast food,low,3.2,7,Indian Rupees(Rs.)
Green Chick Chop,old railway road,raw meats,medium,2.9,5,Indian Rupees(Rs.)
Hangout Cafe,old railway road,fast food,low,3.4,27,Indian Rupees(Rs.)
Hari Om Rasoi,old railway road,north indian,medium,3.2,28,Indian Rupees(Rs.)
Harish Phulwari,old railway road,north indian,medium,3.1,4,Indian Rupees(Rs.)
Hotel Rajvanshi Restaurant,old railway road,north indian,medium,3.3,25,Indian Rupees(Rs.)
Jagdish Vaishno Dhaba,old railway road,north indian,low,3.1,12,Indian Rupees(Rs.)
JVR Jayka,old railway road,north indian,low,2.9,5,Indian Rupees(Rs.)
Kaza,old railway road,north indian,high,3.1,25,Indian Rupees(Rs.)
Knight Delight Kafe,old railway road,fast food,medium,2.6,12,Indian Rupees(Rs.)
Ko Jitters,old railway road,fast food,medium,3.0,6,Indian Rupees(Rs.)
Laajawab Chaap Express,old railway road,north indian,low,3.1,17,Indian Rupees(Rs.)
Laddu Gopal,old railway road,north indian,medium,3.0,13,Indian Rupees(Rs.)
Mini's Royal Cafe,old railway road,north indian,medium,3.3,21,Indian Rupees(Rs.)
Pakwan,old railway road,north indian,medium,3.4,60,Indian Rupees(Rs.)
Patiala,old railway road,mughlai,medium,3.4,33,Indian Rupees(Rs.)
Pind Balluchi,old railway road,north indian,high,2.7,11,Indian Rupees(Rs.)
Pizza Man,old railway road,pizza,medium,2.9,8,Indian Rupees(Rs.)
Punjabi Dhani,old railway road,north indian,high,3.2,25,Indian Rupees(Rs.)
Raju Halwai,old railway road,north indian,medium,3.1,7,Indian Rupees(Rs.)
Rupa Tikki Wala And Caterers,old railway road,street food,low,2.8,4,Indian Rupees(Rs.)
Samrat The Cake Shoppe,old railway road,bakery,low,3.0,11,Indian Rupees(Rs.)
Samrat,old railway road,bakery,medium,2.9,10,Indian Rupees(Rs.)
Sanjha Chula,old railway road,north indian,high,3.0,6,Indian Rupees(Rs.)
Silver Crown,old railway road,north indian,medium,2.5,12,Indian Rupees(Rs.)
Super Bakery,old railway road,bakery,low,3.3,26,Indian Rupees(Rs.)
The Chic,old railway road,fast food,low,3.0,15,Indian Rupees(Rs.)
Unique Bus Wales,old railway road,chinese,low,2.8,16,Indian Rupees(Rs.)
Dilli 6 Express,old railway road,north indian,medium,3.5,31,Indian Rupees(Rs.)
Mangle Di Kulfi,old railway road,ice cream,low,3.6,18,Indian Rupees(Rs.)
The Oven Artist,old railway road,bakery,high,3.5,25,Indian Rupees(Rs.)
Bal Ji Rasoi,old railway road,north indian,medium,1.0,3,Indian Rupees(Rs.)
Dakshin Bistro,old railway road,south indian,medium,1.0,3,Indian Rupees(Rs.)
Metro Dhaba,old railway road,north indian,low,1.0,1,Indian Rupees(Rs.)
Sukhman Food City,old railway road,north indian,low,1.0,1,Indian Rupees(Rs.)
The Burger Hub,old railway road,burger,medium,1.0,3,Indian Rupees(Rs.)
Pizza Hut Delivery,"omaxe celebration mall, sohna road, gurgaon",italian,high,2.2,93,Indian Rupees(Rs.)
Hot Cherries,omaxe gurgaon mall,bakery,medium,3.6,84,Indian Rupees(Rs.)
Domino's Pizza,omaxe gurgaon mall,pizza,high,2.4,112,Indian Rupees(Rs.)
Coldpress Company,omaxe gurgaon mall,healthy food,medium,4.1,74,Indian Rupees(Rs.)
Hahn's Kitchen,"one horizon center, golf course road",korean,high,3.2,12,Indian Rupees(Rs.)
Shree Rathnam,"one horizon center, golf course road",south indian,high,3.4,36,Indian Rupees(Rs.)
Caffe Tonino,"one horizon center, golf course road",italian,high,3.8,101,Indian Rupees(Rs.)
Carl's Jr.,"one horizon center, golf course road",burger,medium,3.5,45,Indian Rupees(Rs.)
Delhi Club House,"one horizon center, golf course road",north indian,high,3.9,81,Indian Rupees(Rs.)
